ID,Ojibwe Word,Word Class,English Translation
3449,mangaanibaajige,vai,"shovel things (e.g., snow); hg nimangaanibaajige; prt mengaanibaajiged mangaanibaazh /mangaanibaaN-/ vta shovel s.o. (e.g., snow); hg nimangaanibaanaa; prt mengaanibaanaad"
3452,mangi',vta,make s.o. big; hg nimangi'aa; prt mengi'aad
3455,mangiwane,vai,carry a big pack; hg nimangiwane; pn mengiwaned
3458,manidoo-biiwaabik,ni,"steel, magnet; loc manidoo- biiwaabikong; dim manidoo-biiwaabikoons"
3461,manidookaazo,vai,take on spiritual power by one's own authority; hg nimanidookaaz; prt menidookaazod
3462,manidooke,vai,"have spiritual power, conduct a ceremony; Isg nimanidooke; prt menidooked"
3464,manidoorninensikaan,na,item of bead work; pi manidoominensikaanag; loc manidoominensikaaning; dim manidoominensikaanens
3467,manidoonsikaa,vii,there are many bugs; prt menidoonsikaag; aug manidoonsikaamagad; prt aug menidoonsikaamagak
3468,manidoo-waabooz,na,cottontail rabbit; pi manidoo-waaboozoog; dim manidoo- waaboozoons
3472,manisaadan,vti,cut s.t. as firewood; hg nimanisaadaan; prt menisaadang
3473,rnanise,vai,cut firewood; hg nimanise; prt menised
3481,manoominike-mazina'igaans,ni,ricing license; pi manoominike-mazina'igaansan
3489,mashkawapidoon,vti2,tie s.t. tight; Isg nimashkawapidoon; prt meshkawapidood mashkawapizh /mashkawapiN-/ vta tie s.o. tight; Isg nimashkawapinaa; prt meshkawapinaad
3494,mashkawaakwajidoon,vti2,freeze s.t. stiff; Isg nimashkawaakwajidoon; prt meshkawaakwajidood
3496,mashkawaakwajininjiiwaji,vai,have a frozen hand; Isg nimashkawaakwajininjiiwaj; prt meshkawaakwajininjiiwajid
3501,mashkawiziiwin,ni,power; muscle; pi mashkawiziiwinan; loc mashkawiziiwining; dim mashkawiziiwinens
3504,mashkikii-adaawewigamig,ni,"pharmacy, drugstore; pi mashkikii-adaawewigamigoon; loc mashkikii-adaawewigamigong; dim mashkikii-adaawewigamigoons; also mashkikiiwi-adaawewigamig"
3505,mashkikii-adaawewinini,na,"pharmacist, druggist; pi mashkikii-adaawewininiwag; also mashkikiiwi-adaawewinini mashkikiikaazh /mashkikiikaaN-/ vta doctor s.o.; Isg nimashkikiikaanaa; prt meshkikiikaanaad"
3510,mashkikiiwininiikwe,na,doctor (female); pi mashkikiiwininiikweg
3513,mashkimodens,ni,envelope; pi mashkimodensan; loc mashkimodensing
3514,mashkiigimin,na,lowbush cranberry; pi mashkiigiminag; loc mashkiigimining; dim mashkiigiminens
3515,mashkiigiminagaawanzh,ni,lowbush cranberry bush; pi mashkiigiminagaawanzhiin; loc mashkiigiminagaawanzhiing; dim mashkiigiminagaawanzhiins
3519,mashkodesimin,na,bean; pi mashkodesiminag; loc mashkodesimining; dim mashkodesiminens; also mashkodiisimin
3520,mashkodesiminaaboo,ni,bean soup; loc mashkodesiminaaboong
3522,mashkosiigaan,ni,lodge of grass; pi mashkosiigaanan; loc mashkosiigaaning; dim mashkosiigaanens mawadish /rnawadiS-/ vta visit s.o.; Isg nimawadisaa; prt mewadisaad
3529,mawiikaazo,vai,pretend to cry; Isg nimawiikaaz; pn mewiikaazod
3530,mawiinsiwi,vai,cry a little; hg nimawiinsiw; pn mewiinsiwid mayagendam vai2 feel strange; hg nimayagendam; pn meyagendang
3533,mayagi-anishinaabe,na,non-local Indian; pi mayagi-anishiriaabeg; dim mayagi- anishinaabens
3544,mazhii'igan,ni,cut-over clearing; pi mazhii'iganan; he mazhii'iganing; dim mazhii'igaans
3545,mazhii'ige,vai,clear land; Isg nimazhii'ige; pn mezhii'iged
3546,mazina'amaw,vta,"owe (s.t.) to s.o., get credit froms.o.; hg n imazina'amawaa; pn mezina'amawaad"
3547,mazina'igan,ni,"book, paper, letter, document; pi mazina'iganan; loc mazina'iganing; dim mazina'igaans"
3548,mazina'igani-makak,ni,cardboard box; pi mazina'igani-makakoon; loc mazina'igani- makakong; dim mazina'igani-makakoons
3549,mazina'igani-mashkimodens,ni,paper bag; pi mazina'igani-mashkimodensan; loc mazina'igani-mashkimodensing
3550,mazina'iganiiwidaabaan,na,mail truck; pi mazina'iganiiwidaabaanag; loc mazina'iganiiwidaabaaning; dim mazina'iganiiwidaabaanens
3551,mazina'iganiiwigamig,ni,post office; pi mazina'iganiiwigamigoon; he mazina'iganiiwigamigong; dim mazina'iganiiwigamigoons
3552,mazina'iganiiwinini,na,postman; pi mazina'iganiiwininiwag
3553,mazina'igaans,ni,"ticket, license; pi mazina'igaansan; loc mazina'igaansing"
3554,mazina'ige,vai,"owe, go into debt, get credit; hg nimazina'ige; pn mezina'iged"
3555,mazinashkibijigan,na,doll of hay or grass; pi mazinashkibijiganag; loc mazinashkibijiganing; dim mazinashkibijigaans
3556,mazinaabidoo'an,vti,bead s.t. on a loom; hg nimazinaabidoo'aan; pn mezinaabidoo'ang
3557,mazinaabidoo'iganaatig,ni,bead loom; pi mazinaabidoo'iganaatigoon; loc mazinaabidoo'iganaatigong; dim mazinaabidoo'iganaatigoons
3558,mazinaabidoo'ige,vai,bead things on a loom; Isg nimazinaabidoo'ige; pn mezinaabidoo'iged
3560,mazinaabikiwebinige,vai,type; hg nimazinaabikiwebinige; pn mezinaabikiwebiniged
3561,mazinaadin,vta,make an image of s.o.; hg nimazinaadinaa; pn mezinaadinaad
3568,mazinaatesewigamig,ni,movie theater; pi mazinaatesewigamigoon; he mazinaatesewigamigong; dim mazinaatesewigamigoons; also mazinaatesijigewigamig mazinaatesijigan_maaji'
3570,mazinaatewebinigan,ni,movie projector; pi mazinaatewebiniganan; lac mazinaatewebiniganing; dim mazinaatewebinigaans
3571,mazinibaganjigan,ni,dental pictograph on birch bark; pi mazinibaganjiganan; loc mazinibaganjiganing; dim mazinibaganjigaans
3572,mazinibaganjige,vai,"make a dental pictograph on birch bark; Isg nimazinibaganijge; prt mezinibaganjiged mazinibii"" /mazinibii'w-/ vta draw s.o.; Isg nimazinibii'waa; prt mezinibii'waad"
3573,mazinibii'an,vti,draw s.t.; Isg nimazinibii'aan; prt mezinibii'ang
3574,mazinibii'igan,ni,"drawing, design; pi mazinibii'iganan; loc mazinibii'iganing; dim mazinibii'igaans"
3575,mazinibii'ige,vai,draw things; Isg nimazinibii'ige; prt mezinibii'iged
3576,mazinibii'igewinini,na,artist; pi mazinibii'igewininiwag
3580,mazinishin,vai,"be imprinted, have a design; prt mezinishing"
3583,maada'adoo,vai,go off following a trail; Isg nimaada'adoo; prt mayaada'adood maada'azh /maada'aN-/ vta go off following s.o.'s trail; Isg nimaada'anaa; pn mayaada'anaad
3584,maada'ookii,vai,"share, distribute; Isg nimaada'ookii; prt mayaada'ookiid maada'oonidiwag /maada'oonidi-/ vai they dis- tribute (s.t.) to each other, they share (s.t.); Ipl nimaada'oonidimin; prt mayaada'oonidijig maada'oozh /maada'ooN-/ vta distribute (s.t.) to s.o., share (s.t.) out to s.o.; Isg nimaada'oonaa; prt mayaada'oonaad"
3589,maadanoki,vai,start to work; Isg nimaadanokii; prt mayaadanokiid
3591,maadaaboono,vai,drift off on the current; pn mayaadaaboonod
3593,maadaa'an,vii,drift off on the waves; pn mayaadaa'ang
3594,maadaa'ogo,vai,drift off on the waves; pn mayaadaa'ogod
3599,maadodan,vti,start to tell of s.t.; Isg nimaadodaan; prt mayaadodang
3601,maadoorn,vta,carry s.o. off on one's back; Isg nimaadoomaa; pn mayaadoomaad
3603,maadwewebizoni',vta,"start s.o. (e.g., a car); Isg nimaadwewebizoni'aa; pn mayaadwewebizoni'aad"
3604,maagizhaa,pc,"maybe, perhaps; also maazhaa"
3605,maagobidoon,vti2,squeeze s.t.; Isg nimaagobidoon; prt mayaagobidood maagobizh /maagobiN-/ vta squeeze s.o.; Isg nimaagobinaa; prt mayaagobinaad
3609,maajaa',vta,hold a funeral for s.o.; Isg nimaajaa'aa; prt mayaajaa'aad
3610,maajaa'iwe,vai,"hold a funeral, speak at a funeral; Isg nimaajaa'iwe; pn mayaajaa'iwed"
3612,maajidaabiiba'igo,vai,drive off in a wagon; Isg nimaajidaabiiba'ig; prt mayaajidaabiiba'igod
3613,maajidaabii'iwe,vai,drive off; Isg nimaajidaabii'iwe; prt mayaajidaabii'iwed
3615,maaji',vta,start to make s.o.; Isg nimaaji'aa; prt mayaaji'aad
3617,maajinizha'amaw,vta,send (s.t.) off to s.o.; Isg nimaajinizha'amawaa; prt mayaajinizha'amawaad
3618,maajinizha'an,vti,send s.t. off; Isg nimaajinizha'aan; prt mayaajinizha'ang
3621,maajise,vii,"begin, start, move off; pn mayaajiseg; aug maajisemagad; prt aug mayaajisemagak"
3623,maajitoon,vti2,"start to make s.t.; Isg nimaajitoon; prt mayaajitoocl maajii- pv4 start, begin, start off maajiiba'idiwag /maajiibaMdi-/ vai they run off together; Ipl nirnaajiiba'idimin; pn mayaajiiba'idijig"
3624,maajiiba'igo,vai,drive off drawn by horses; Isg nimaajiiba'ig; prt mayaajiiba'igod
3625,maajiiba'iwe,vai,start to flee; Isg nimaajiiba'iwe; prt mayaajiiba'iwed
3629,maajiibii'amaw,vta,write a letter to s.o.; Isg nimaajiibii'amawaa; pn mayaajiibii'amawaad
3630,maajiibii'igan,ni,letter; pi maajiibii'iganan; loc maajiibii'iganing; dim maajiibii'igaans
3631,maajiibii'ige,vai,write a letter; Isg nimaajiibii'ige; prt mayaajiibii'iged maajiibii'ige-mashkimodens in envelope; pi maajiibii'ige-mashkimodensan; loc maajiibii'ige-mashkimodensing
3633,maajiidoon,vti2,"take s.t. away, take s.t. along; Isg nimaajiidoon; prt mayaajiidood"
3643,maajiishkaa',vta,"start s.o. (e.g., a car, a clock); Isg nimaajiishkaa'aa; prt mayaajiishkaa'aad"
3646,maakigaade,vai,have a lame leg; Isg nimaakigaade; prt mayaakigaaded
3649,maamakaadakamig,pc,"amazing!, astonishing! maamakaadendam vai2 be amazed, be astonished; Isg nimaamakaadendam; pn mayaamakaadendang"
3650,maatnakaadendan,vti,"be amazed at s.t., be astonished at s.t., wonder at s.t.; Isg nimaamakaadendaan; pn mayaamakaadendang"
3654,maamakaaj,pc,"amazing, astonishing"
3655,maamakaajichige,vai,do amazing things; Isg nimaamakaajichige; pn mayaamakaajichiged
3656,maamakaazitaw,vta,be amazed at what s.o. says; Isg nimaamakaazitawaa; pn mayaamakaazitawaad
3657,maamawi,pc,together maamawoo- pv4 together
3664,maana'e,vai,take a bad shot; Isg nimaana'e; prt mayaana'ed
3665,maanamanji'o,vai,"feel bad, be in poor health; Isg nimaanamanji'; prt mayaanamanji'od"
3666,maanameg,na,catfish; pi maanamegwag; dim maanamegoons
3672,maanaaji',vta,"make s.o. wrong, make s.o. odd; Isg nimaanaaji'aa; prt mayaanaaji'aad maanaaji to on vti2 make s.t. wrong, make s.t. odd;"
3673,hg,ni,"maanaaji toon; prt mayaanaajitood maanendam vai2 feel bad, feel depressed; Isg nimaanendam; prt mayaanendang; also maazhendam"
3675,maanendaagozi,vai,"be considered bad-off, be considered disagreeable; Isg nimaanendaagoz; prt mayaanendaagozid"
3677,maanenim,vta,"consider s.o. bad-off, consider s.o. disagreeable; Isg nimaanenimaa; prt m ayaan en i m aad"
3685,maanoo,pc,"never mind, let it be, don't bother, don't care"
3687,maawandoogindan,vti,total up s.t. (as an account); hg nimaawandoogindaan; pn mayaawandoogindang maawandoogindaaso wax total up (as an account); hg nimaawandoogindaas; prt mayaawandoogindaasod
3692,maawanji',vta,"collect s.o.; hg nimaawanji'aa; prt mayaawanji'aad maawanji'idiwag /maawanji'idi-/ vai they come together, they meet with each other, they have a meeting; lp/nimaawanji*idimin;/>?t mayaawanji'idijig"
3693,maawanjitoon,vti2,"collect s.t.; Isg nimaawanjitoon; prt mayaawanjitood maazhaapc maybe, perhaps; also maagizhaa maazhendam vai2 feel out of sorts; hg ni maazhendam; prt mayaazhendang maazhi- pv4 bad, ill-formed maazhi-ayaa vaibe bad-off, be in poor health; hg nimaazhi-ayaa; prt mayaazhi-ayaad maazhi bide vii run poorly (e.g., a machine), operate poorly; prt mayaazhibideg; aug maazhibidemagad; prt aug mayaazhibidemagak"
3694,maazhi-bimaadizi,vai,"behave badly, lead a bad life; hg nimaazhi-bimaadiz; prt mayaazhi- bimaadizid"
3696,maazhide'e,vai,have heartburn; hg nimaazhide'e; prt mayaazhide'ed
3698,maazhigiizhwe,vai,"have difficulty speaking, have abnormal speech; hg ni maazhigiizhwe; prt mayaazhigiizhwed"
3699,maazhigondaagan,vai,have difficulty with one's voice; 7s^ nimaazhigondaagan; prt mayaaz h i gon d aagang
3700,maazhi-izhiwebizi,vai,behave badly; Isg nimaazhi-izhiwebiz; prt mayaazhi- izhiwebizid
3703,maazhimaagwanaamo,vai,have bad breath; hg nimaazhimaagwanaam; prt mayaazhimaagwanaamod
3706,maazhingwaam,vai,sleep uncomfortably; Isg nimaazhingwaam; pn mayaazhingwaang
3707,maazhinikaade,vii,have an ugly name; pn mayaazhinikaadeg; aug maazhinikaademagad; prt aug mayaazhinikaademagak
3708,maazhinikaazo,vai,have an ugly name; Isg nimaazhinikaax; pn mayaazhinikaazod
3714,megwe-,pn,"among, in the midst of"
3715,megwe-aya'ii,pc,in among it; also megweya'ii
3716,megwejiishkiwag,pc,in the mud
3717,megwekob,pc,in the brush megwaayaakpc in the woods
3718,mekadewikonayewikwe,na,nun; pi mekadewikonayewikweg; dim mekadewikonayewikwens; also mekadewikonayekwe
3719,mekadewikonayewinini,na,priest; pi mekadewikonayewininiwag
3720,memaangishens,na,mule; pi memaangishensag
3721,meme,na,red-headed woodpecker; pi memeg; dim memens
3724,memeshkwad,pc,"in turns, alternately memidaaswi nm ten each"
3725,memindage,pc,"of course, especially, above all"
3726,memookiwidoo,na,pocket gopher; pi memookiwidoog; dim memookiwidoons
3727,memwech,pc,"just that, exactly, it is so"
3728,meshkwad,pc,"in turn, in exchange"
3734,meskwaazhigwaneshi,na,redhorse (fish);p; meskwaazhigwaneshiwag; dim meskwaazhigwaneshiins
3735,meta,pc,it is only that; also mii eta
3736,mewinzha,pc,"a long time ago, long ago"
3737,michayi'ii,pc,on a bare surface
3739,michaabaminaagwad,vii,appear big; prt mechaabaminaagwak
3744,michaatoon,vti2,"make s.t. big; Isg nimichaatoon; pn mechaatood michi- pv4 by hand, without anything special, barely"
3748,michisin,vii,lie uncovered; prt mechising michiigad zmbe big (as something sheet-like);pn mechiigak
3750,midaaso-anama'e-giizhigad,pc,ten weeks
3751,midaaso-anama'e-giizhik,pc,ten weeks
3752,midaaso-biboon,pc,ten years
3755,midaaso-diba'igan,pc,"ten miles, ten hours"
3756,midaaso-diba'iganed,vii,be ten o'clock; prt medaaso-diba'iganek
3757,midaaso-diba'igaans,pc,ten minutes midaaso-dibik fit ten nights
3758,midaaso-giizhik,pc,ten days midaaso-giizis/>c ten months
3759,midaasogon,pc,ten days
3762,midaasoninj,pc,ten inches
3763,midaasozid,pc,ten feet midaasosagoons nm ten thousand
3764,midaasoobii'igan,na,ten (card);/)/ rnidaasoobii'iganag
3765,midaasooshkin,pc,ten bags midaaswaabik/w ten dollars midaaswaak nm thousand
3766,midaaswewaan,pc,"ten sets, ten pairs midaaswi nm ten midaaswi ashi-bezhig nm eleven midaaswi ashi-ingodwaaswi nm sixteen; also midaaswi ashi-ningodwaaswi* midaaswi ashi-ishwaaswi nm eighteen; also midaaswi ashi-nishwaaswi* midaaswi ashi-naanan nm fifteen midaaswi ashi-ningodwaaswi* nm sixteen; also midaaswi ashi-ingodwaaswi midaaswi ashi-nishwaaswi* nn eighteen; also midaaswi ashi-ishwaaswi midaaswi ashi-niswi nm thirteen midaaswi ashi-niiwin nm fourteen midaaswi ashi-niizh nm twelve midaaswi ashi-niizhwaaswi nm seventeen midaaswi ashi-zhaangaswi nm nineteen"
3767,midechininj,ni,thumb; pi midechininjiin
3768,midechizid,ni,big toe; pi midechizidan
3770,midewi,vai,"join the Midewiwin, participate in the Midewiwin; 7s^nimidew;p«medewid"
3772,midewigaanaak,ni,Mide lodge frame; pi midewigaanaakoon; loc midewigaamaakong
3773,midewiwin,ni,"Midewiwin, Medicine Dance, Grand Medicine Society"
3777,migiskanaak,ni,fishing pole; pi migiskanaakoon; Joe migiskanaakong; dim migiskanaakoons; also migiskanaatig
3786,mikige,vai,find things; Isg nimikige; pn mekiged
3788,mikobidaw,vta,find (s.t.) for s.o. with hands; Isg nimikobidawaa; pn mekobidawaad
3789,mikobidoon,vti2,find s.t. with hands; Isg nimikobidoon; pn mekobidood
3792,mikond,na,binding stick; pi mikondiig; loc mikondiing; dim mikondiins; also mikwand
3793,mikondan,vti,mention s.t. come to one's mind; hg nimikondaan; prt mekondang
3798,mikwamii-makak,ni,"ice box, refrigerator; pi mikwamii-makakoon; lac mikwamii- makakong; dim mikwamii-makakoons mikwamiiwadamon /mikwamiiwadamo-/ vii be icy (as a road or trail); pn mekwamiiwadamog"
3804,mimigosaga'igan,ni,"scrub brush; pi mimigosaga'iganan; he mimigosaga'iganing; dim mimigosaga'igaans mimigoshkam vai2 thresh something, jig some- thing (e.g., wild rice); Isg nimimigoshkam; prt memigoshkang"
3807,mimigwaabika'igan,ni,pot scrubber; pi mimigwaabika'iganan; loc mimigwaabika'iganing; dim mimigwaabika'igaans
3808,mimigwaakosijigaln,ni,"washboard; pi mimigwaakosijiganan; loc mimigwaakosijiganing; dim mimigwaakosijigaans mina"" via give s.o. a drink, give s.o. (s.t.) to drink; Isg nimina'aa; prt mena'aad"
3814,mindido',vta,make s.o. big; Isg nimindido'aa; prt mendido'aad
3818,minik,pc,"a certain .amount, a certain number, so much, so many"
3824,miniiwitawage,vai,have an infected ear; Isg niminiiwitawaige; prt meniiwitawaged
3834,minjimishkaw,vta,"hold s.o. in place with foot or body, steady s.o. with foot or body; Isg niminjimishkawaa; prt menjimishkawaad"
3836,minjimishkoodoon,vti2,hold s.t. in place with weight; Isg niminjimishkoodoon; pn menjimishkoodood minjimishkoozh /minjimishkooN-/ vta hold s.o. in place with weight; Isg niminjimishkoonaa; prt menjimishkoonaad
3838,minjimii,vai,"cling, hold on; Isg niminjimii; pn menjimiid"
3844,minobii,vai,drink and be merry; Isg niminobii; prt menobiid
3847,minode'e,vai,be kind; Isg niminode'e; pn menode'ed
3848,mino-doodaw,vta,treat s.o. well; Isg nimino- doodawaa; pn meno-doodawaad
3853,minogondaagan,vai,have a good voice; Isg niminogondaagan; prt menogondaagang
3854,mino'o,vai,dress well; Isg nimino'; prt meno'od
3855,mino-izhiwebizi,vai,"behave well;, lead a good life; Isg nimino-izhiwebiz; prt meno-izhiwebizid"
3856,minokan,vti,fit s.t. well; Isg niminokaan; pn menokang
3866,rninopijige,vai,like the taste of things; Isg niminopijige; prt menopijiged
3873,minosidoon,vti2,put s.t. in the right position; Isg niminosidoon; pn menosidood
3879,minowe,vai,"have a good voice, speak well; Isg nimino we; pn menowed minoz /minozw-/ vta cook s.o. well; Isg niminozwaa; prt menozwaad"
3884,minwamanji'o,vai,"feel good, be in good health; Isg niminwamanji'; pn menwamanji'od"
3885,minwanjige,vai,eat well; Isg niminwanjige; pn menwanjiged
3886,minwashkine,vai,"fit well, be well filled; prt menwashkined"
3889,minwaabadizi,vai,"be very useful, be of good use; hg niminwaabadiz; pn menwaabadizid"
3890,minwaabaji',vta,get good use of s.o.; Isg niminwaabaji'aa; pn menwaabaji'aad
3891,minwaabajitoon,vti2,get good use of s.t.; Isg niminwaabajitoon; prt menwaabajitood
3893,minwaabamewizi,vai,"be admired, be respected; Isg niminwaabamewiz; pn m e nwaabam ewiz i d"
3896,minwaabewizi,vai,have a good body; Isg niminwaabewiz; pn menwaabewizid
3897,minwaabi,vai,"have good eyesight, see well; Isg niminwaab; pn menwaabid"
3918,misawenim,vta,"desire s.o., want s.o.; Isg nimisawenimaa; pn mesawenimaad"
3919,misawenjige,vai,"desire things, want things; hg nimisawenjige; pn mesawenjiged"
3920,misaabe,na,giant; pi misaabeg; dim misaabens
3933,misko'o,vai,wear red; hg nimisko'; pn mesko'od
3939,miskwakone,vii,blaze up; pn meskwakoneg; aug miskwakonemagad; pn aug meskwakonemagak
3940,miskwanowe,vai,have a red cheek; hg nimiskwanowe; pn meskwanowed
3942,miskwanowechige,vai,use rouge; hg nimiskwanowechige; pn meskwanowechiged
3955,miskwaakonaye,vai,dress in red; hg nimiskwaakonaye; pn meskwaakonayed
3965,miskwiingwese,vai,blush; 7s£ nimiskwiingwese; prt rneskwiingwesed
3968,mitabi,vai,sit on the bare ground; Isg nimitab; prt in e tab id
3969,mitagwazhe,vai,be naked; Isg nimitagwazhe; pn metagwazhed mitakamigpc on bare ground
3970,mitaakondibe,vai,be bare-headed; Isg nimitaakondibe; prt rnetaakondibed mitaawangaa mi be a sandy beach; pn metaawangaag; aug mitaawangaamagad; prt aug metaawangaamagak mi tig na tree; pi mitigoog; loc mitigong; dim mitigoons
3973,mitigokaa,vii,there are many trees; prt metigokaag; aug mitigokaamagad; pn aug metigokaamagak
3976,mitigomizh,na,oak; pi mitigomizhiig; loc mitigomizhiing; dim mitigomizhiins
3978,mitigo-waakaa'igan,ni,log cabin; pi mitigo- waakaa'iganan; loc mitigo-waakaa'iganing; dim mitigo-waakaa'igaans
